nxbin energy_bin_center/keV s2_bin_1 s2_bin_2 s2_bin_3 s2_bin_4 s2_bin_5 s2_bin_6 s2_bin_7 s2_bin_8 s2_bin_9 s2_bin_10 s2_bin_11 s2_bin_12 s2_bin_13 s2_bin_14 s2_bin_15 s2_bin_16 s2_bin_17 s2_bin_18 s2_bin_19 s2_bin_20 s2_bin_21 s2_bin_22 s2_bin_23 s2_bin_24 s2_bin_25 s2_bin_26 s2_bin_27 s2_bin_28 s2_bin_29 s2_bin_30 s2_bin_31 s2_bin_32 s2_bin_33 s2_bin_34 s2_bin_35 s2_bin_36 s2_bin_37 s2_bin_38 s2_bin_39 s2_bin_40 s2_bin_41 s2_bin_42 s2_bin_43 s2_bin_44 s2_bin_45 s2_bin_46 s2_bin_47 s2_bin_48 s2_bin_49 s2_bin_50 s2_bin_51 s2_bin_52 s2_bin_53 s2_bin_54 s2_bin_55 s2_bin_56 s2_bin_57 s2_bin_58 s2_bin_59 s2_bin_60 s2_bin_61 s2_bin_62 s2_bin_63 s2_bin_64 s2_bin_65 s2_bin_66 s2_bin_67 s2_bin_68 s2_bin_69 s2_bin_70 s2_bin_71 s2_bin_72 s2_bin_73 s2_bin_74 s2_bin_75 s2_bin_76 s2_bin_77 s2_bin_78 s2_bin_79 s2_bin_80 s2_bin_81 s2_bin_82 s2_bin_83 s2_bin_84 s2_bin_85 s2_bin_86 s2_bin_87 s2_bin_88 s2_bin_89 s2_bin_90 s2_bin_91 s2_bin_92 s2_bin_93 s2_bin_94 s2_bin_95 s2_bin_96 s2_bin_97 s2_bin_98 s2_bin_99 s2_bin_100 s2_bin_101 s2_bin_102 s2_bin_103 s2_bin_104 s2_bin_105 s2_bin_106 s2_bin_107 s2_bin_108 s2_bin_109 s2_bin_110 s2_bin_111 s2_bin_112 s2_bin_113 s2_bin_114 s2_bin_115 s2_bin_116 s2_bin_117 s2_bin_118 s2_bin_119 s2_bin_120 s2_bin_121 s2_bin_122 s2_bin_123 s2_bin_124 s2_bin_125 s2_bin_126 s2_bin_127 s2_bin_128 s2_bin_129 s2_bin_130 s2_bin_131 s2_bin_132 s2_bin_133 s2_bin_134 s2_bin_135 s2_bin_136 s2_bin_137 s2_bin_138 s2_bin_139 s2_bin_140
26 0.255 3.92E-05 1.68E-05 4.48E-05 4.48E-05 5.60E-05 5.60E-06 1.68E-05 1.12E-05 5.04E-05 6.17E-05 3.36E-05 6.17E-05 6.17E-05 4.48E-05 8.41E-05 4.48E-05 6.17E-05 5.04E-05 5.04E-05 7.29E-05 4.48E-05 5.60E-05 4.48E-05 9.53E-05 8.97E-05 3.92E-05 7.85E-05 7.29E-05 7.29E-05 5.04E-05 6.17E-05 9.53E-05 0.000117698 8.41E-05 0.000128907 0.000112093 8.97E-05 0.000117698 0.000100884 6.73E-05 0.000145721 9.53E-05 0.000117698 0.000151326 0.000106489 0.000100884 8.41E-05 0.000100884 0.000100884 0.000128907 0.000140116 0.000140116 0.000106489 9.53E-05 0.000162535 0.000140116 0.000151326 0.000151326 0.000179349 0.000123302 0.000123302 0.000207372 0.00015693 0.000173744 0.000184954 0.000196163 0.000263419 0.000196163 0.000179349 0.00025221 0.000134512 0.000179349 0.000235396 0.00016814 0.000173744 0.000212977 0.000190558 0.000201768 0.000184954 0.000257814 0.000212977 0.000212977 0.000246605 0.000184954 0.000269024 0.000302652 0.000269024 0.000224186 0.000246605 0.000212977 0.000218582 0.000285838 0.000229791 0.000224186 0.000246605 0.000269024 0.000235396 0.000257814 0.000308256 0.000246605 0.000269024 0.000274628 0.000280233 0.000308256 0.000269024 0.000285838 0.000280233 0.000353093 0.000201768 0.000285838 0.000353093 0.000263419 0.000269024 0.000218582 0.000308256 0.000347489 0.000246605 0.000280233 0.00032507 0.000274628 0.000241 0.00032507 0.000269024 0.000274628 0.000308256 0.000263419 0.00033628 0.000297047 0.000302652 0.000341884 0.000280233 0.000364303 0.000308256 0.000291442 0.000313861 0.000257814 0.00032507 0.000297047 0.000319466 0.000274628
27 0.265 1.68E-05 2.24E-05 3.36E-05 1.68E-05 3.36E-05 1.12E-05 5.60E-05 2.80E-05 2.24E-05 5.04E-05 3.92E-05 2.24E-05 3.92E-05 4.48E-05 1.68E-05 6.17E-05 3.92E-05 3.92E-05 3.36E-05 3.36E-05 3.92E-05 1.68E-05 3.92E-05 3.92E-05 5.04E-05 5.60E-05 6.73E-05 6.73E-05 5.60E-05 6.17E-05 6.17E-05 9.53E-05 7.29E-05 7.29E-05 5.60E-05 6.17E-05 8.97E-05 0.000100884 0.000106489 5.04E-05 5.60E-05 0.000106489 5.60E-05 7.29E-05 7.29E-05 0.000106489 0.000112093 7.85E-05 7.85E-05 0.000123302 0.000112093 8.41E-05 0.000173744 8.97E-05 0.000112093 0.000184954 0.000117698 0.000173744 0.000112093 0.000145721 0.000151326 9.53E-05 0.000162535 0.000112093 0.000162535 0.00016814 0.000145721 0.000151326 0.000106489 0.00015693 0.000134512 0.000229791 0.000145721 0.000246605 0.000218582 0.000128907 0.000201768 0.000179349 0.000218582 0.000274628 0.000190558 0.000190558 0.000184954 0.00016814 0.000201768 0.000212977 0.000229791 0.000184954 0.000201768 0.000145721 0.000246605 0.00025221 0.000235396 0.000218582 0.000313861 0.000207372 0.000151326 0.000246605 0.000179349 0.000280233 0.000235396 0.000263419 0.000224186 0.000241 0.000229791 0.000207372 0.000241 0.000212977 0.000207372 0.000285838 0.000229791 0.000229791 0.000308256 0.000269024 0.000274628 0.000241 0.000302652 0.000246605 0.000291442 0.000224186 0.000280233 0.000297047 0.000341884 0.000319466 0.000229791 0.000241 0.000269024 0.000274628 0.000224186 0.000274628 0.000246605 0.000257814 0.00032507 0.000397931 0.000246605 0.000308256 0.000257814 0.000392326 0.000269024 0.000313861
28 0.275 0 2.24E-05 3.92E-05 4.48E-05 3.36E-05 2.80E-05 3.92E-05 3.36E-05 2.24E-05 3.92E-05 3.36E-05 2.24E-05 3.36E-05 1.68E-05 3.36E-05 3.92E-05 2.80E-05 3.92E-05 3.92E-05 4.48E-05 6.17E-05 3.92E-05 3.36E-05 4.48E-05 5.04E-05 7.85E-05 5.04E-05 4.48E-05 5.04E-05 6.17E-05 6.17E-05 3.92E-05 8.41E-05 4.48E-05 6.17E-05 5.04E-05 0.000112093 4.48E-05 6.17E-05 0.000106489 7.29E-05 0.000106489 9.53E-05 5.60E-05 0.000123302 8.97E-05 0.000117698 0.000112093 0.000117698 0.00015693 9.53E-05 0.000140116 0.000145721 8.97E-05 0.000106489 0.000151326 0.000173744 0.000123302 8.97E-05 0.000140116 0.000151326 0.000128907 0.000128907 0.000100884 0.000151326 0.000134512 0.000106489 0.000162535 0.000173744 0.000100884 0.000145721 0.000184954 0.000145721 0.000123302 0.000140116 0.00016814 0.000184954 0.000145721 0.000190558 0.000201768 0.000207372 9.53E-05 0.000123302 0.00015693 0.000179349 0.000190558 0.000151326 0.00015693 0.000201768 0.000207372 0.000207372 0.000308256 0.000246605 0.000151326 0.000196163 0.000207372 0.000162535 0.000235396 0.00016814 0.000229791 0.000257814 0.000145721 0.000246605 0.00025221 0.000280233 0.000235396 0.000201768 0.000207372 0.000218582 0.000207372 0.000280233 0.000212977 0.000190558 0.000241 0.000263419 0.000201768 0.000257814 0.000184954 0.000235396 0.000196163 0.000241 0.000257814 0.000263419 0.000196163 0.00025221 0.000246605 0.000347489 0.000218582 0.000263419 0.000218582 0.000269024 0.000201768 0.000269024 0.000235396 0.000246605 0.00025221 0.000280233 0.000241 0.000274628 0.000285838
29 0.285 0 0 2.24E-05 0 1.68E-05 1.68E-05 3.36E-05 1.12E-05 2.80E-05 4.48E-05 2.80E-05 2.80E-05 5.04E-05 3.36E-05 2.80E-05 3.36E-05 7.29E-05 2.80E-05 5.60E-06 4.48E-05 2.80E-05 3.36E-05 2.80E-05 3.92E-05 3.36E-05 5.04E-05 2.24E-05 4.48E-05 2.24E-05 3.36E-05 4.48E-05 5.60E-05 3.92E-05 8.41E-05 4.48E-05 5.04E-05 2.80E-05 5.04E-05 5.60E-05 5.04E-05 8.97E-05 9.53E-05 7.29E-05 3.92E-05 0.000123302 1.12E-05 6.73E-05 7.85E-05 4.48E-05 6.73E-05 0.000112093 7.85E-05 0.000106489 7.85E-05 0.000140116 0.000100884 0.000117698 0.00015693 8.41E-05 0.000112093 0.000106489 0.000123302 7.29E-05 0.000117698 0.000112093 0.000140116 0.000145721 0.000151326 0.000196163 0.000151326 0.000106489 0.000128907 0.000117698 0.000134512 0.00016814 0.000134512 0.000190558 0.00015693 0.000162535 0.000207372 0.000128907 0.00015693 0.000151326 0.000140116 0.000173744 0.000241 0.000162535 0.000134512 0.000117698 0.000162535 0.000173744 0.000190558 0.000173744 0.000241 0.000162535 0.000257814 0.000218582 0.000162535 0.000207372 0.000207372 0.000196163 0.000162535 0.000235396 0.000257814 0.000196163 0.000145721 0.000207372 0.00025221 0.000229791 0.000173744 0.000212977 0.000207372 0.000369907 0.000218582 0.000241 0.000257814 0.000224186 0.000246605 0.000190558 0.000297047 0.000196163 0.000263419 0.000291442 0.00025221 0.000212977 0.000224186 0.000207372 0.000280233 0.000241 0.000269024 0.000263419 0.000218582 0.000269024 0.000274628 0.000269024 0.000308256 0.000201768 0.000224186 0.000280233 0.000280233
30 0.295 1.12E-05 0 1.68E-05 1.12E-05 1.12E-05 2.24E-05 1.12E-05 3.36E-05 5.60E-06 1.68E-05 5.60E-06 3.36E-05 2.24E-05 1.12E-05 2.24E-05 3.36E-05 1.12E-05 1.12E-05 3.92E-05 4.48E-05 2.24E-05 5.60E-06 2.80E-05 3.36E-05 2.24E-05 3.36E-05 1.68E-05 3.36E-05 3.92E-05 2.80E-05 3.92E-05 5.60E-05 3.92E-05 4.48E-05 5.60E-05 5.04E-05 0.000100884 5.60E-05 6.73E-05 6.73E-05 6.73E-05 9.53E-05 7.85E-05 5.60E-05 5.60E-05 3.92E-05 7.85E-05 3.92E-05 4.48E-05 5.60E-05 8.97E-05 0.000100884 9.53E-05 7.85E-05 7.29E-05 7.29E-05 8.41E-05 8.41E-05 0.000100884 7.85E-05 9.53E-05 7.29E-05 0.000100884 0.000117698 7.85E-05 8.97E-05 9.53E-05 8.97E-05 0.000100884 0.000117698 0.000112093 0.000117698 0.000100884 9.53E-05 9.53E-05 0.000145721 0.000112093 0.00016814 0.000190558 0.000112093 0.000140116 9.53E-05 0.000184954 0.000173744 0.000196163 0.000224186 0.000145721 0.000184954 0.000201768 0.000179349 0.000151326 0.000201768 0.000151326 0.000235396 0.000229791 0.000235396 0.000173744 0.000201768 0.000241 0.000145721 0.000201768 0.000173744 0.00016814 0.00016814 0.000179349 0.000134512 0.000201768 0.000173744 0.000207372 0.00015693 0.000269024 0.000269024 0.000190558 0.000207372 0.000201768 0.000224186 0.000246605 0.000201768 0.000190558 0.000246605 0.000173744 0.000207372 0.000218582 0.000280233 0.000201768 0.000285838 0.000207372 0.000201768 0.000212977 0.000196163 0.000291442 0.000190558 0.000224186 0.000280233 0.000280233 0.000241 0.000280233 0.000218582 0.000190558 0.000274628
31 0.305 1.12E-05 1.68E-05 1.12E-05 0 1.12E-05 1.68E-05 1.12E-05 1.12E-05 1.68E-05 1.12E-05 5.60E-06 5.60E-06 1.68E-05 1.68E-05 2.24E-05 1.68E-05 2.80E-05 1.68E-05 1.12E-05 2.24E-05 5.04E-05 1.68E-05 1.68E-05 2.80E-05 3.36E-05 5.60E-05 2.80E-05 1.12E-05 5.60E-05 3.36E-05 6.17E-05 3.36E-05 2.24E-05 5.04E-05 5.04E-05 5.60E-06 3.36E-05 3.92E-05 5.60E-05 4.48E-05 3.36E-05 7.29E-05 4.48E-05 2.24E-05 5.04E-05 5.04E-05 7.29E-05 3.92E-05 6.73E-05 6.17E-05 7.85E-05 8.41E-05 6.73E-05 6.17E-05 9.53E-05 5.60E-05 6.73E-05 6.73E-05 9.53E-05 7.29E-05 6.73E-05 8.97E-05 5.04E-05 0.000106489 6.73E-05 8.41E-05 0.000112093 5.60E-05 6.17E-05 8.41E-05 8.41E-05 0.000117698 7.85E-05 0.000145721 0.000134512 8.41E-05 9.53E-05 0.000112093 0.000100884 0.000145721 0.000100884 0.000218582 0.000100884 0.000151326 0.000140116 0.000112093 0.00015693 0.000112093 0.00015693 0.000100884 0.000162535 0.000117698 0.000106489 0.000123302 0.000224186 0.000196163 0.000145721 0.000179349 0.000140116 0.00015693 0.000190558 0.000134512 0.000212977 0.00016814 0.000201768 0.000184954 0.000184954 0.000173744 0.000173744 0.000151326 0.000151326 0.000179349 0.000173744 0.000196163 0.000201768 0.000173744 0.000263419 0.000190558 0.000196163 0.000212977 0.000235396 0.000162535 0.000291442 0.000235396 0.00016814 0.000224186 0.000218582 0.000173744 0.000235396 0.000212977 0.000190558 0.000212977 0.000319466 0.000235396 0.000179349 0.000224186 0.000241 0.000229791 0.000313861 0.000207372
32 0.315 2.24E-05 5.60E-06 5.60E-06 0 0 1.12E-05 1.12E-05 3.36E-05 5.60E-06 2.80E-05 1.68E-05 1.68E-05 1.12E-05 1.12E-05 5.60E-06 1.12E-05 2.80E-05 1.12E-05 2.24E-05 1.12E-05 2.24E-05 1.68E-05 1.68E-05 2.80E-05 2.24E-05 2.80E-05 1.12E-05 1.68E-05 2.24E-05 3.36E-05 2.24E-05 2.80E-05 3.36E-05 2.80E-05 6.17E-05 1.68E-05 3.92E-05 3.36E-05 2.24E-05 5.04E-05 2.24E-05 2.80E-05 6.17E-05 3.92E-05 3.92E-05 5.04E-05 4.48E-05 4.48E-05 5.04E-05 4.48E-05 5.04E-05 7.29E-05 4.48E-05 7.85E-05 5.60E-05 7.29E-05 5.04E-05 3.36E-05 5.60E-05 9.53E-05 7.85E-05 5.04E-05 3.36E-05 0.000123302 7.29E-05 7.85E-05 0.000123302 6.73E-05 0.000140116 9.53E-05 5.60E-05 8.41E-05 8.41E-05 9.53E-05 8.41E-05 0.000112093 8.97E-05 7.85E-05 0.000106489 0.000117698 6.17E-05 0.000123302 0.000117698 0.000145721 0.000128907 7.29E-05 0.000117698 7.85E-05 0.000112093 0.000140116 0.000117698 0.000145721 0.000117698 0.000106489 9.53E-05 0.000134512 0.000134512 0.000134512 0.00015693 0.00016814 0.000145721 9.53E-05 0.000173744 0.000140116 0.000123302 0.000106489 0.000173744 0.000207372 0.000151326 0.00015693 0.000201768 0.000241 0.000151326 0.000229791 0.000145721 0.000201768 0.000134512 0.000207372 0.000184954 0.000235396 0.000196163 0.000246605 0.000184954 0.000257814 0.000151326 0.000179349 0.000235396 0.000184954 0.000145721 0.000190558 0.000241 0.000145721 0.00016814 0.00015693 0.000229791 0.00025221 0.000280233 0.000207372 0.000196163 0.000229791
33 0.325 5.60E-06 1.68E-05 1.12E-05 1.12E-05 5.60E-06 1.12E-05 0 1.68E-05 5.60E-06 1.12E-05 1.68E-05 1.12E-05 5.60E-06 0 0 0 5.60E-06 2.24E-05 5.60E-06 2.80E-05 1.68E-05 1.12E-05 1.68E-05 2.24E-05 1.68E-05 2.24E-05 1.68E-05 1.12E-05 1.12E-05 5.60E-06 3.36E-05 1.68E-05 3.92E-05 2.24E-05 2.24E-05 2.80E-05 3.36E-05 2.24E-05 5.04E-05 3.36E-05 3.92E-05 5.04E-05 2.24E-05 5.04E-05 1.68E-05 5.04E-05 5.60E-05 6.73E-05 5.60E-05 5.60E-05 7.29E-05 3.36E-05 6.17E-05 3.92E-05 6.73E-05 5.60E-05 5.04E-05 4.48E-05 6.73E-05 5.60E-05 6.17E-05 6.73E-05 6.17E-05 7.85E-05 7.29E-05 7.29E-05 6.17E-05 8.41E-05 8.41E-05 7.85E-05 3.36E-05 5.60E-05 5.60E-05 9.53E-05 0.000112093 8.41E-05 8.41E-05 8.97E-05 0.000123302 0.000128907 0.000112093 0.000128907 0.000106489 0.000106489 0.000145721 0.000117698 7.85E-05 0.000106489 0.000123302 0.000106489 0.000145721 0.000123302 0.000162535 0.000123302 0.000117698 0.000145721 0.000145721 0.000134512 8.97E-05 0.000117698 0.000184954 0.000190558 0.000173744 0.000151326 0.000128907 0.000140116 0.000151326 0.000134512 0.000224186 0.000112093 0.000151326 0.000196163 0.000173744 0.000246605 0.000184954 0.000145721 0.000173744 0.000134512 0.000123302 0.00016814 0.000117698 0.00015693 0.000145721 0.00016814 0.000229791 0.00016814 0.000173744 0.000184954 0.000140116 0.000106489 0.000212977 0.000235396 0.000179349 0.00016814 0.000179349 0.000190558 0.000179349 0.000196163 0.000224186 0.000235396
34 0.335 0 0 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 1.12E-05 1.12E-05 5.60E-06 0 5.60E-06 0 1.12E-05 1.68E-05 1.12E-05 1.12E-05 2.80E-05 5.60E-06 5.60E-06 5.60E-06 1.12E-05 4.48E-05 1.12E-05 1.68E-05 1.68E-05 3.92E-05 1.12E-05 2.80E-05 1.12E-05 1.68E-05 4.48E-05 4.48E-05 2.24E-05 2.80E-05 2.80E-05 5.60E-06 5.60E-06 2.24E-05 4.48E-05 3.92E-05 2.24E-05 3.92E-05 3.36E-05 5.04E-05 5.04E-05 3.36E-05 1.12E-05 5.60E-05 5.04E-05 5.60E-05 5.60E-05 6.17E-05 2.80E-05 2.80E-05 3.36E-05 5.04E-05 5.60E-05 4.48E-05 0.000100884 7.29E-05 0.000112093 8.97E-05 5.04E-05 5.04E-05 7.29E-05 7.29E-05 9.53E-05 7.85E-05 8.41E-05 5.04E-05 7.85E-05 7.29E-05 0.000106489 8.41E-05 8.41E-05 0.000112093 8.97E-05 7.85E-05 0.000112093 9.53E-05 8.97E-05 0.000106489 7.85E-05 0.000123302 0.000106489 9.53E-05 8.41E-05 9.53E-05 0.000106489 0.000117698 0.000128907 0.000106489 0.000123302 0.000117698 0.000140116 0.000151326 0.000134512 0.000112093 0.000106489 0.000179349 0.000128907 0.000106489 0.000134512 0.000117698 0.00015693 0.000123302 0.000134512 0.00015693 0.000162535 0.000140116 0.000151326 0.000212977 8.97E-05 0.00016814 0.000123302 0.000212977 0.00016814 0.000162535 0.000134512 0.000140116 0.000100884 0.000201768 0.000112093 0.000201768 0.00015693 0.000179349 0.000162535 0.000184954 0.00016814 0.000218582 0.000229791 0.00015693 0.00016814 0.000117698 0.000179349 0.000201768 0.000235396 0.000123302
35 0.345 0 5.60E-06 0 0 0 1.12E-05 5.60E-06 0 0 0 1.12E-05 0 0 5.60E-06 5.60E-06 0 1.68E-05 1.12E-05 1.12E-05 1.68E-05 1.12E-05 2.80E-05 0 1.12E-05 1.68E-05 1.68E-05 1.12E-05 5.60E-06 1.68E-05 0 2.24E-05 1.68E-05 2.80E-05 1.68E-05 1.68E-05 2.24E-05 1.68E-05 1.12E-05 2.24E-05 3.36E-05 3.36E-05 1.68E-05 5.60E-06 3.36E-05 2.24E-05 1.68E-05 4.48E-05 2.24E-05 1.68E-05 4.48E-05 1.12E-05 5.04E-05 5.04E-05 3.36E-05 2.24E-05 1.68E-05 5.60E-05 0.000100884 5.04E-05 3.92E-05 3.92E-05 3.92E-05 3.92E-05 3.36E-05 3.92E-05 7.85E-05 5.60E-05 3.92E-05 4.48E-05 4.48E-05 6.73E-05 7.29E-05 8.97E-05 7.85E-05 3.36E-05 7.29E-05 5.60E-05 6.17E-05 0.000112093 5.60E-05 7.85E-05 7.85E-05 5.60E-05 0.000100884 8.97E-05 0.000112093 8.97E-05 9.53E-05 0.000100884 0.000100884 7.85E-05 0.000106489 9.53E-05 0.000117698 9.53E-05 8.97E-05 0.000112093 0.000100884 0.000106489 0.000117698 0.000106489 7.29E-05 9.53E-05 9.53E-05 0.000117698 9.53E-05 0.000145721 0.000106489 0.000134512 0.000117698 0.000100884 0.000162535 0.000128907 0.000106489 0.000140116 0.00016814 0.000106489 0.000179349 0.000117698 0.000134512 0.000173744 0.000140116 9.53E-05 0.000128907 0.000173744 0.000100884 0.000218582 0.000140116 0.00015693 0.000179349 0.000179349 0.000145721 0.000201768 0.00016814 0.000173744 0.00016814 0.000140116 0.000229791 0.000117698 0.000190558
36 0.355 0 1.12E-05 5.60E-06 0 0 0 5.60E-06 0 5.60E-06 1.12E-05 5.60E-06 5.60E-06 5.60E-06 0 0 0 5.60E-06 1.12E-05 5.60E-06 0 5.60E-06 1.12E-05 0 1.68E-05 5.60E-06 2.24E-05 1.68E-05 1.12E-05 5.60E-06 5.60E-06 2.24E-05 5.60E-06 2.80E-05 1.12E-05 5.60E-06 1.12E-05 2.80E-05 1.12E-05 2.80E-05 1.68E-05 1.12E-05 1.68E-05 1.12E-05 3.92E-05 3.36E-05 1.68E-05 3.92E-05 2.24E-05 2.80E-05 2.80E-05 2.80E-05 3.36E-05 5.60E-05 2.80E-05 3.36E-05 2.24E-05 5.60E-06 3.36E-05 3.36E-05 7.29E-05 4.48E-05 2.80E-05 4.48E-05 2.80E-05 3.92E-05 4.48E-05 7.85E-05 4.48E-05 3.92E-05 5.04E-05 4.48E-05 4.48E-05 4.48E-05 3.92E-05 2.24E-05 5.04E-05 7.29E-05 0.000106489 1.68E-05 5.04E-05 5.60E-05 6.73E-05 9.53E-05 5.60E-05 5.60E-05 6.17E-05 9.53E-05 5.04E-05 0.000128907 6.73E-05 7.85E-05 6.73E-05 7.85E-05 7.85E-05 0.000112093 8.41E-05 8.41E-05 0.000112093 0.000112093 0.000106489 7.29E-05 0.000106489 0.000106489 0.000117698 6.17E-05 7.85E-05 0.000106489 0.000100884 0.000128907 0.000134512 9.53E-05 0.000100884 0.000106489 0.000151326 0.000140116 0.000145721 8.41E-05 0.000151326 0.000134512 0.000117698 0.000106489 9.53E-05 0.000106489 0.000145721 0.000151326 0.000117698 0.000106489 0.000145721 0.000128907 0.000128907 0.000173744 0.00016814 0.000224186 0.000151326 0.000145721 0.000145721 0.000162535 0.000134512 0.000145721 0.000235396
37 0.365 5.60E-06 5.60E-06 0 0 0 1.12E-05 0 0 5.60E-06 0 0 5.60E-06 1.12E-05 0 5.60E-06 0 1.68E-05 5.60E-06 5.60E-06 0 5.60E-06 2.80E-05 5.60E-06 0 1.12E-05 0 2.24E-05 5.60E-06 5.60E-06 0 0 5.60E-06 1.12E-05 1.12E-05 5.60E-06 5.60E-06 0 1.68E-05 0 5.60E-06 0 2.80E-05 1.12E-05 2.80E-05 2.24E-05 2.24E-05 1.68E-05 1.68E-05 2.24E-05 2.24E-05 5.60E-05 3.36E-05 5.60E-06 2.80E-05 3.36E-05 2.24E-05 2.24E-05 1.68E-05 3.92E-05 3.92E-05 2.24E-05 3.36E-05 3.92E-05 1.68E-05 6.17E-05 5.60E-05 3.92E-05 5.04E-05 8.41E-05 5.04E-05 7.29E-05 4.48E-05 4.48E-05 2.24E-05 7.29E-05 4.48E-05 5.60E-05 7.85E-05 3.36E-05 3.92E-05 5.04E-05 7.85E-05 8.41E-05 8.41E-05 5.04E-05 7.29E-05 5.04E-05 8.41E-05 2.80E-05 3.92E-05 5.04E-05 7.85E-05 6.73E-05 5.60E-05 8.97E-05 8.41E-05 0.000106489 8.41E-05 0.000151326 8.97E-05 9.53E-05 0.000100884 0.000123302 0.000106489 8.97E-05 0.00016814 7.29E-05 0.000112093 0.000106489 0.000123302 0.000112093 0.00015693 0.000123302 8.97E-05 0.000112093 0.000117698 0.000106489 0.000134512 0.000100884 0.000117698 0.000106489 0.000100884 7.85E-05 0.000112093 0.000151326 0.000128907 0.00016814 0.000140116 0.000123302 0.000151326 0.000140116 0.000140116 0.000100884 0.000123302 0.000151326 0.000145721 0.000123302 0.000145721 0.000184954 0.000140116
38 0.375 0 1.12E-05 0 5.60E-06 5.60E-06 0 0 0 0 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 2.24E-05 1.68E-05 0 1.12E-05 0 1.12E-05 5.60E-06 0 1.68E-05 0 1.12E-05 2.24E-05 5.60E-06 5.60E-06 1.12E-05 1.68E-05 2.24E-05 1.12E-05 5.60E-06 1.12E-05 1.68E-05 1.68E-05 5.60E-06 2.24E-05 1.68E-05 3.36E-05 1.12E-05 1.12E-05 2.80E-05 3.36E-05 1.12E-05 1.68E-05 1.12E-05 5.60E-06 1.68E-05 5.60E-06 1.68E-05 1.68E-05 1.12E-05 3.36E-05 3.92E-05 2.24E-05 3.36E-05 1.68E-05 3.36E-05 3.92E-05 2.24E-05 3.92E-05 6.17E-05 4.48E-05 3.92E-05 3.36E-05 4.48E-05 2.24E-05 2.24E-05 1.12E-05 2.24E-05 3.92E-05 4.48E-05 3.92E-05 5.60E-06 6.73E-05 6.73E-05 7.85E-05 5.60E-05 5.60E-05 6.17E-05 5.04E-05 6.17E-05 5.60E-05 5.04E-05 6.17E-05 3.92E-05 4.48E-05 5.60E-05 5.60E-05 7.29E-05 7.85E-05 5.04E-05 2.80E-05 5.04E-05 3.92E-05 8.97E-05 5.60E-05 5.60E-05 6.73E-05 5.04E-05 7.29E-05 7.29E-05 4.48E-05 8.41E-05 6.17E-05 0.000100884 9.53E-05 7.29E-05 6.17E-05 6.73E-05 0.000100884 0.00015693 0.000140116 0.000106489 0.000123302 0.000106489 9.53E-05 8.41E-05 8.41E-05 0.000128907 8.97E-05 0.000112093 0.000128907 8.97E-05 0.000112093 6.73E-05 0.000134512 7.85E-05 0.000106489 8.41E-05 8.97E-05 0.000106489 0.000145721 0.000100884 0.000145721 0.000128907 0.000128907 0.000140116 0.000112093
39 0.385 0 0 0 1.12E-05 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 1.12E-05 0 5.60E-06 5.60E-06 1.12E-05 1.12E-05 0 2.80E-05 5.60E-06 0 5.60E-06 0 1.68E-05 5.60E-06 1.12E-05 1.68E-05 2.80E-05 5.60E-06 2.24E-05 1.12E-05 1.68E-05 1.12E-05 1.68E-05 3.92E-05 2.24E-05 1.12E-05 5.60E-06 3.36E-05 3.36E-05 2.80E-05 4.48E-05 1.12E-05 5.04E-05 2.24E-05 2.24E-05 0 5.04E-05 1.68E-05 1.12E-05 2.80E-05 1.12E-05 2.24E-05 3.92E-05 4.48E-05 3.36E-05 5.60E-05 2.80E-05 1.68E-05 5.60E-05 4.48E-05 2.80E-05 6.17E-05 5.04E-05 4.48E-05 5.04E-05 2.24E-05 5.60E-05 3.92E-05 2.24E-05 3.92E-05 3.36E-05 5.60E-05 6.73E-05 7.85E-05 9.53E-05 5.04E-05 3.92E-05 6.73E-05 5.60E-05 3.92E-05 5.60E-05 6.17E-05 8.41E-05 6.73E-05 8.97E-05 8.41E-05 4.48E-05 5.04E-05 8.41E-05 6.73E-05 0.000117698 6.17E-05 8.97E-05 7.85E-05 9.53E-05 0.000112093 0.000128907 7.29E-05 0.00015693 7.29E-05 7.29E-05 0.000145721 0.000117698 8.41E-05 0.00015693 8.97E-05 0.000100884 4.48E-05 0.000112093 6.17E-05 0.000117698 8.97E-05 0.000162535 0.000145721 0.000106489 7.85E-05 0.000100884 6.73E-05 0.000112093 0.000145721 0.000117698 0.000100884 0.000100884 0.000179349 0.000112093 0.000179349 0.000106489
