nxbin energy_bin_center/keV s2_bin_1 s2_bin_2 s2_bin_3 s2_bin_4 s2_bin_5 s2_bin_6 s2_bin_7 s2_bin_8 s2_bin_9 s2_bin_10 s2_bin_11 s2_bin_12 s2_bin_13 s2_bin_14 s2_bin_15 s2_bin_16 s2_bin_17 s2_bin_18 s2_bin_19 s2_bin_20 s2_bin_21 s2_bin_22 s2_bin_23 s2_bin_24 s2_bin_25 s2_bin_26 s2_bin_27 s2_bin_28 s2_bin_29 s2_bin_30 s2_bin_31 s2_bin_32 s2_bin_33 s2_bin_34 s2_bin_35 s2_bin_36 s2_bin_37 s2_bin_38 s2_bin_39 s2_bin_40 s2_bin_41 s2_bin_42 s2_bin_43 s2_bin_44 s2_bin_45 s2_bin_46 s2_bin_47 s2_bin_48 s2_bin_49 s2_bin_50 s2_bin_51 s2_bin_52 s2_bin_53 s2_bin_54 s2_bin_55 s2_bin_56 s2_bin_57 s2_bin_58 s2_bin_59 s2_bin_60 s2_bin_61 s2_bin_62 s2_bin_63 s2_bin_64 s2_bin_65 s2_bin_66 s2_bin_67 s2_bin_68 s2_bin_69 s2_bin_70 s2_bin_71 s2_bin_72 s2_bin_73 s2_bin_74 s2_bin_75 s2_bin_76 s2_bin_77 s2_bin_78 s2_bin_79 s2_bin_80 s2_bin_81 s2_bin_82 s2_bin_83 s2_bin_84 s2_bin_85 s2_bin_86 s2_bin_87 s2_bin_88 s2_bin_89 s2_bin_90 s2_bin_91 s2_bin_92 s2_bin_93 s2_bin_94 s2_bin_95 s2_bin_96 s2_bin_97 s2_bin_98 s2_bin_99 s2_bin_100 s2_bin_101 s2_bin_102 s2_bin_103 s2_bin_104 s2_bin_105 s2_bin_106 s2_bin_107 s2_bin_108 s2_bin_109 s2_bin_110 s2_bin_111 s2_bin_112 s2_bin_113 s2_bin_114 s2_bin_115 s2_bin_116 s2_bin_117 s2_bin_118 s2_bin_119 s2_bin_120 s2_bin_121 s2_bin_122 s2_bin_123 s2_bin_124 s2_bin_125 s2_bin_126 s2_bin_127 s2_bin_128 s2_bin_129 s2_bin_130 s2_bin_131 s2_bin_132 s2_bin_133 s2_bin_134 s2_bin_135 s2_bin_136 s2_bin_137 s2_bin_138 s2_bin_139 s2_bin_140
57 0.565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 1.68E-05 1.12E-05 5.60E-06 5.60E-06 1.12E-05 0 5.60E-06 0 0 5.60E-06 0 1.68E-05 2.24E-05 1.12E-05 0 0 5.60E-06 0 1.12E-05 1.12E-05 0 5.60E-06 1.12E-05 5.60E-06 1.68E-05 1.12E-05 1.68E-05 5.60E-06 1.68E-05 0 1.68E-05 5.60E-06 5.60E-06 0 1.12E-05 2.80E-05 5.60E-06 5.60E-06 1.12E-05 1.68E-05 2.80E-05 1.68E-05 1.12E-05 2.80E-05 2.24E-05 1.68E-05 5.60E-06 1.68E-05 1.12E-05 3.92E-05 3.36E-05 5.60E-06 1.68E-05 1.68E-05 2.24E-05 1.68E-05 1.68E-05 2.80E-05 1.68E-05 1.68E-05 2.80E-05 1.12E-05 5.60E-06 1.68E-05 2.24E-05 2.24E-05 1.68E-05 4.48E-05 2.24E-05
58 0.575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 1.12E-05 0 0 0 0 0 5.60E-06 0 5.60E-06 1.12E-05 0 0 5.60E-06 0 0 0 0 5.60E-06 5.60E-06 1.12E-05 5.60E-06 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 0 0 5.60E-06 5.60E-06 0 1.68E-05 0 5.60E-06 5.60E-06 5.60E-06 1.68E-05 5.60E-06 1.68E-05 1.12E-05 1.12E-05 0 1.12E-05 1.12E-05 1.12E-05 1.68E-05 5.60E-06 1.12E-05 1.12E-05 5.60E-06 5.60E-06 5.60E-06 1.68E-05 0 5.60E-06 5.60E-06 1.12E-05 0 2.80E-05 1.68E-05 1.68E-05 5.60E-06 2.24E-05 1.68E-05 1.12E-05 2.24E-05 2.80E-05 1.68E-05 2.80E-05 5.60E-06 2.80E-05 1.68E-05 2.80E-05 1.68E-05 2.80E-05 2.24E-05 1.68E-05 0 4.48E-05 5.04E-05 3.92E-05 3.92E-05 1.68E-05
59 0.585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 0 0 1.12E-05 5.60E-06 0 0 5.60E-06 5.60E-06 0 0 5.60E-06 1.12E-05 5.60E-06 0 0 5.60E-06 0 5.60E-06 5.60E-06 0 0 0 0 0 0 0 1.12E-05 0 5.60E-06 0 0 1.12E-05 2.24E-05 5.60E-06 2.80E-05 1.12E-05 5.60E-06 0 5.60E-06 0 5.60E-06 0 1.12E-05 1.12E-05 1.12E-05 5.60E-06 0 1.68E-05 5.60E-06 1.12E-05 5.60E-06 1.68E-05 1.68E-05 2.24E-05 2.24E-05 5.60E-06 2.24E-05 1.68E-05 2.80E-05 1.68E-05 2.24E-05 1.68E-05 3.36E-05 2.80E-05 5.60E-06 2.24E-05 1.68E-05 1.68E-05 2.24E-05 0 2.80E-05 5.04E-05 5.60E-06
60 0.595 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 1.12E-05 5.60E-06 0 5.60E-06 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 5.60E-06 5.60E-06 1.12E-05 0 0 1.12E-05 0 5.60E-06 5.60E-06 5.60E-06 0 1.12E-05 5.60E-06 0 5.60E-06 1.12E-05 0 5.60E-06 5.60E-06 0 1.12E-05 5.60E-06 1.12E-05 1.68E-05 0 5.60E-06 5.60E-06 5.60E-06 1.12E-05 2.80E-05 2.24E-05 1.12E-05 2.24E-05 1.12E-05 1.68E-05 1.12E-05 5.60E-06 1.68E-05 1.12E-05 2.80E-05 1.12E-05 5.60E-06 5.60E-06 1.68E-05 1.12E-05 5.60E-06 0 0 0 1.68E-05 2.24E-05 1.68E-05 2.24E-05 1.68E-05 4.48E-05 3.92E-05 4.48E-05 1.68E-05 2.24E-05 2.24E-05 2.24E-05 1.68E-05
61 0.605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 1.12E-05 5.60E-06 5.60E-06 0 5.60E-06 1.68E-05 0 0 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 0 5.60E-06 1.12E-05 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 5.60E-06 0 1.68E-05 1.12E-05 2.24E-05 5.60E-06 1.12E-05 5.60E-06 5.60E-06 5.60E-06 5.60E-06 1.68E-05 1.12E-05 0 5.60E-06 0 1.12E-05 1.12E-05 5.60E-06 1.68E-05 1.12E-05 2.80E-05 0 2.24E-05 1.12E-05 1.68E-05 5.60E-06 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.68E-05 2.24E-05 5.60E-06 2.24E-05 1.68E-05 1.68E-05 3.36E-05 3.36E-05 1.68E-05 2.24E-05 3.36E-05 2.24E-05 5.60E-06 2.80E-05
62 0.615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 0 5.60E-06 0 0 0 0 0 0 1.12E-05 0 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 0 0 1.12E-05 0 5.60E-06 0 5.60E-06 1.12E-05 5.60E-06 5.60E-06 0 0 5.60E-06 5.60E-06 0 0 1.12E-05 5.60E-06 0 1.68E-05 5.60E-06 0 1.12E-05 1.12E-05 5.60E-06 5.60E-06 5.60E-06 1.68E-05 5.60E-06 1.68E-05 1.12E-05 5.60E-06 1.68E-05 5.60E-06 5.60E-06 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.68E-05 0 1.68E-05 0 1.12E-05 1.68E-05 5.60E-06 1.12E-05 1.12E-05 1.12E-05 5.60E-06 5.60E-06 0 1.12E-05 1.12E-05 5.60E-06 2.80E-05 5.60E-06
63 0.625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 5.60E-06 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 1.12E-05 1.12E-05 1.12E-05 5.60E-06 0 5.60E-06 5.60E-06 0 1.12E-05 2.24E-05 0 5.60E-06 0 1.68E-05 5.60E-06 5.60E-06 2.24E-05 1.68E-05 1.68E-05 2.24E-05 5.60E-06 1.12E-05 5.60E-06 1.68E-05 1.68E-05 5.60E-06 1.12E-05 5.60E-06 2.24E-05 5.60E-06 5.60E-06 5.60E-06 5.60E-06 1.12E-05 1.68E-05 1.12E-05 2.24E-05 1.12E-05 4.48E-05 5.60E-06 5.60E-06 2.24E-05
64 0.635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 1.12E-05 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 5.60E-06 0 5.60E-06 5.60E-06 0 0 1.12E-05 5.60E-06 1.12E-05 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 1.68E-05 0 5.60E-06 0 0 1.12E-05 1.12E-05 5.60E-06 0 1.68E-05 1.12E-05 0 1.12E-05 2.80E-05 2.24E-05 1.12E-05 2.24E-05 5.60E-06 1.12E-05 1.12E-05 1.12E-05 1.12E-05 3.36E-05 1.68E-05 2.80E-05 1.68E-05 1.12E-05 1.12E-05 1.12E-05 2.24E-05 1.12E-05 2.80E-05 5.60E-06
65 0.645 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 0 5.60E-06 1.12E-05 0 5.60E-06 1.12E-05 5.60E-06 0 1.12E-05 5.60E-06 0 0 0 5.60E-06 5.60E-06 5.60E-06 1.12E-05 5.60E-06 1.12E-05 1.12E-05 2.80E-05 5.60E-06 5.60E-06 1.12E-05 0 5.60E-06 5.60E-06 0 5.60E-06 1.12E-05 0 5.60E-06 1.68E-05 5.60E-06 1.12E-05 0 1.68E-05 5.60E-06 1.68E-05 1.12E-05 1.12E-05 1.12E-05 0 1.68E-05 2.80E-05 1.68E-05 1.12E-05 1.12E-05 1.68E-05 1.68E-05 2.24E-05
66 0.655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 1.12E-05 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 5.60E-06 1.12E-05 0 0 0 0 0 0 0 1.12E-05 0 5.60E-06 1.12E-05 0 0 0 5.60E-06 1.12E-05 0 0 0 5.60E-06 0 1.68E-05 5.60E-06 0 5.60E-06 1.12E-05 0 1.12E-05 0 0 0 1.12E-05 1.12E-05 5.60E-06 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.68E-05 5.60E-06 5.60E-06 5.60E-06 2.24E-05 1.12E-05 1.12E-05 1.12E-05 2.24E-05
67 0.665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 5.60E-06 5.60E-06 0 0 1.12E-05 0 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 0 1.12E-05 0 5.60E-06 0 0 5.60E-06 5.60E-06 5.60E-06 0 0 0 5.60E-06 0 1.12E-05 5.60E-06 1.12E-05 1.12E-05 5.60E-06 1.12E-05 1.12E-05 5.60E-06 1.12E-05 0 5.60E-06 5.60E-06 0 1.68E-05 5.60E-06 5.60E-06 1.12E-05 0 5.60E-06 1.12E-05 5.60E-06 3.36E-05 1.12E-05
68 0.675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 1.12E-05 0 0 0 1.12E-05 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 1.12E-05 1.12E-05 5.60E-06 5.60E-06 1.12E-05 5.60E-06 5.60E-06 0 5.60E-06 0 5.60E-06 0 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 0 0 5.60E-06 1.68E-05 5.60E-06 1.12E-05 0 0 0 1.12E-05 1.12E-05 5.60E-06 5.60E-06 5.60E-06 1.12E-05 1.68E-05 5.60E-06 1.68E-05 0 1.68E-05 2.80E-05 5.60E-06
69 0.685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 1.12E-05 5.60E-06 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 5.60E-06 1.68E-05 5.60E-06 2.80E-05 0 0 1.12E-05 5.60E-06 0 1.12E-05 0 0 1.12E-05 0 0 5.60E-06 0 5.60E-06 1.12E-05 0 1.12E-05 5.60E-06 1.12E-05 0 5.60E-06 5.60E-06 0
70 0.695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12E-05 0 1.12E-05 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 0 0 0 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 5.60E-06 1.12E-05 5.60E-06 0 5.60E-06 1.68E-05 1.12E-05 1.12E-05 5.60E-06 1.68E-05 1.12E-05 2.80E-05 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 1.12E-05 5.60E-06 5.60E-06 5.60E-06 1.68E-05 1.12E-05 5.60E-06 5.60E-06
71 0.705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 0 5.60E-06 0 5.60E-06 0 0 1.12E-05 0 0 5.60E-06 0 5.60E-06 1.12E-05 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 0 0 0 5.60E-06 0 0 1.12E-05 1.68E-05 5.60E-06 0 0 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 0 1.12E-05 5.60E-06 2.24E-05 1.12E-05 1.12E-05 2.24E-05 5.60E-06 2.80E-05
72 0.715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 1.12E-05 0 1.12E-05 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 1.12E-05 5.60E-06 5.60E-06 5.60E-06 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 1.12E-05 1.12E-05 1.12E-05 0 5.60E-06 0 0 5.60E-06 5.60E-06 1.68E-05 0 1.12E-05 0 5.60E-06 0 1.68E-05 1.12E-05 5.60E-06 5.60E-06 0 1.68E-05 1.68E-05
73 0.725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 1.12E-05 5.60E-06 5.60E-06 5.60E-06 1.12E-05 5.60E-06 5.60E-06 0 2.24E-05 0 1.68E-05 5.60E-06 5.60E-06 0 0 5.60E-06 5.60E-06 0 1.12E-05
74 0.735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12E-05 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 1.12E-05 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 0 1.12E-05 0 0 1.12E-05 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 2.24E-05 0 0 0 5.60E-06 0 0 0 5.60E-06 5.60E-06 0 0 5.60E-06 1.12E-05 1.12E-05 0 5.60E-06 1.68E-05 5.60E-06 1.68E-05 5.60E-06 0
75 0.745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 1.12E-05 5.60E-06 0 0 5.60E-06 0 5.60E-06 0 0 0 0 5.60E-06 1.12E-05 0 5.60E-06 0 5.60E-06 0 0 5.60E-06 0 0 0 0 5.60E-06 0 1.12E-05 1.12E-05 5.60E-06 1.12E-05
76 0.755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 5.60E-06 5.60E-06 0 0 0 0 5.60E-06 0 5.60E-06 1.12E-05 0 0 5.60E-06 0 0 0 5.60E-06 5.60E-06 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 0 5.60E-06 5.60E-06 5.60E-06 0 0 0 5.60E-06 0 1.12E-05 5.60E-06 5.60E-06 0 5.60E-06 1.68E-05 5.60E-06
77 0.765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12E-05 0 5.60E-06 0 0 1.12E-05 0 5.60E-06 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 5.60E-06 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 1.12E-05 5.60E-06 5.60E-06 0 1.68E-05 1.12E-05 5.60E-06 5.60E-06 5.60E-06 0
78 0.775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 0 5.60E-06 1.12E-05 0 0 0 5.60E-06 0 0 5.60E-06 0 1.12E-05 0 0 5.60E-06 5.60E-06 1.12E-05 0 1.68E-05 5.60E-06 5.60E-06 5.60E-06 0 0 0 5.60E-06
79 0.785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 1.12E-05 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 1.12E-05 0 0 0 5.60E-06 5.60E-06 0 1.68E-05
80 0.795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 5.60E-06 0 1.12E-05 0 0 0 0 0 5.60E-06 1.12E-05 0
81 0.805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 5.60E-06 5.60E-06 0 0 0 0 0 5.60E-06
82 0.815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 5.60E-06 1.12E-05 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 0 1.12E-05 0 0 5.60E-06 1.12E-05
83 0.825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 1.12E-05 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0
84 0.835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0
